BusinessName,Address,CITY,State,ZIP,LICSTATUS,LICENSECAT,DESCRIPT,LicenseAddDtTm,Latitude,Longitude,Neighbourhood
Coffee Cup (Ashmont Station southbound side),1906 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,3/15/13 9:05,0,0,Dorchester
COFFEE SHOP,11 Elkins,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.339353,-71.036129,South Boston
Cold Stone Creamery,800 Boylston,Boston,MA,2199,Active,FT,Eating & Drinking w/ Take Out,3/13/15 12:52,42.347296,-71.081457,Back Bay
College Club,44 Commonwealth,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:33,42.35273,-71.07335,Back Bay
COLLEGE PIZZA,50 Queensberry,Boston,MA,2215,Active,FS,Eating & Drinking,7/18/13 9:34,42.342574,-71.097279,Fenway
Colonnade Hotel,120 Huntington,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,42.34551,-71.08107,Back Bay
Columbia Park Cafe @ Santander Bank,2 William T Morrissey,Dorchester,MA,2125,Active,FS,Eating & Drinking,7/26/12 8:54,42.31943,-71.04927,Dorchester
Comedy Connection @ The Wilbur Theater,244 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,7/17/08 15:28,42.3507,-71.06467,Downtown
Comella's,1882 Centre,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,1/31/07 14:56,42.28567,-71.15548,West Roxbury
COMFORT INN BOSTON,900 WM T MORRISSEY ,DORCHESTER,MA,2122,Active,FS,Eating & Drinking,12/7/06 13:36,0,0,DORCHESTER
Committee,50 Northern,Boston,MA,2210,Active,FS,Eating & Drinking,10/6/14 10:21,0,0,South Boston Waterfront
Common Ground Cafe @ Simmons College,300 Fenway,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,9/10/10 11:07,42.33931,-71.09996,Fenway
Community Servings Employee Cafeteria,18 Marbury,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,6/28/18 10:27,42.317784,-71.102918,Jamaica Plain
Community Workshop Inc.,174 Portland,Boston,MA,2114,Active,FS,Eating & Drinking,12/7/06 13:34,42.364123,-71.061819,Downtown
Concession Kitchen South Side,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,9/15/10 9:37,42.336249,-71.166434,Brighton
Concession Stand North East,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 13:50,42.344449,-71.044821,South Boston Waterfront
Concession Stand South East,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 13:45,42.344449,-71.044821,South Boston Waterfront
Concession Stand South West,415 Summer,Boston,MA,2210,Active,FT,Eating & Drinking w/ Take Out,5/26/10 13:43,42.344449,-71.044821,South Boston Waterfront
CONF. CTR. SCHOOL OF MGMENT,595 COMMONWEALTH ,BOSTON,MA,2215,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,0,0,Fenway
Conte 1,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:12,42.336249,-71.166434,Brighton
Conte 2,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:30,42.336249,-71.166434,Brighton
Conte 3,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:36,42.336249,-71.166434,Brighton
Conte 4,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:38,42.336249,-71.166434,Brighton
Conte 5,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:40,42.336249,-71.166434,Brighton
Conte 6,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:42,42.336249,-71.166434,Brighton
Conte 7,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:43,42.336249,-71.166434,Brighton
Conte 8,2597 Beacon,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/3/10 9:45,42.336249,-71.166434,Brighton
Convene @ 1 Boston Place,201 Washington,Boston,MA,2108,Active,FS,Eating & Drinking,10/13/16 10:29,0,0,Beacon Hill
COOGAN'S BLUFF,171 Milk,Boston,MA,2109,Active,FS,Eating & Drinking,12/7/06 13:34,42.35827,-71.0533,Downtown
Copley Square Hotel,47 Huntington,Boston,MA,2116,Active,FS,Eating & Drinking,11/22/19 11:48,42.348407,-71.078649,Back Bay
Coppa,253 SHAWMUT,BOSTON,MA,2118,Active,FS,Eating & Drinking,12/9/09 12:52,0,0,South End
Coppersmith Hall,30 Third,South Boston,MA,2127,Active,FS,Eating & Drinking,3/19/14 10:26,42.34238,-71.05377,South Boston
Coquette,440 Summer,Boston,MA,2210,Active,FS,Eating & Drinking,11/13/20 11:19,0,0,South Boston Waterfront
Coreanos,172 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,5/20/16 15:06,0,0,Allston
Corner Cafe,87 Prince,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,42.36561,-71.05597,Downtown
Cornerstone Pizza Cafe,5 BOWDOIN,DORCHESTER,MA,2121,Active,FT,Eating & Drinking w/ Take Out,1/11/07 8:41,0,0,DORCHESTER
Cornish Pasty Co. Boston,51A Massachusetts,Boston,MA,2115,Active,FS,Eating & Drinking,5/18/16 10:39,0,0,Fenway
Cornwall's,648 Beacon,Boston,MA,2215,Active,FS,Eating & Drinking,1/9/19 14:05,0,0,Fenway
CORPORATE CHEFS,2 GUEST,BRIGHTON,MA,2135,Active,FS,Eating & Drinking,2/27/07 12:38,0,0,BRIGHTON
CORRIB PUB,396 Market,Brighton,MA,2135,Active,FS,Eating & Drinking,12/7/06 13:34,42.3499,-71.15277,Brighton
CORRIB PUB AND RESTAURANT,2030 Centre,West Roxbury,MA,2132,Active,FS,Eating & Drinking,12/7/06 13:34,42.280727,-71.157951,West Roxbury
Cosi,133 Federal,Boston,MA,2110,Active,FS,Eating & Drinking,12/7/06 13:36,42.35426,-71.0566,Downtown
Cosmica @ the Revolution Hotel,40 Berkeley,Boston,MA,2116,Active,FS,Eating & Drinking,7/5/19 9:52,42.34594,-71.0709,Back Bay
Costello's Tavern Inc,717 Centre,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,12/7/06 13:33,42.31124,-71.11473,Jamaica Plain
Country Kitchen,830 Blue Hill,Dorchester,MA,2124,Active,FS,Eating & Drinking,1/30/09 13:13,42.29621,-71.08718,Dorchester
Countway LIbrary Cafe,10 Shattuck,Boston,MA,2115,Active,FS,Eating & Drinking,10/28/19 13:05,42.335067,-71.103716,Mission Hill
Court Street Cafe,1 Court,Boston,MA,2108,Active,FS,Eating & Drinking,5/29/20 10:26,0,0,Beacon Hill
Courtyard Boston Downtown,275 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:34,42.350032,-71.065531,Downtown
Courtyard by Marriot Boston - The Bistro,96 Beverly,Boston,MA,2114,Active,FS,Eating & Drinking,11/13/15 10:24,0,0,West End
Courtyard By Marriott,65R Boston,Dorchester,MA,2125,Active,FS,Eating & Drinking,5/1/07 14:36,42.32815,-71.060075,Dorchester
COURTYARD CAFE,200 Longwood,Boston,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:36,42.33616,-71.10267,Mission Hill
COURTYARD CAFE,275 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:36,42.350032,-71.065531,Downtown
COURTYARD CAFE,77 Warren,Brighton,MA,2135,Active,FS,Eating & Drinking,11/22/16 11:32,42.349008,-71.142658,Brighton
COURTYARD MARRIOTT COPLEY,88 Exeter,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:36,42.3486,-71.078818,Back Bay
Courtyard Marriott Logan Airport,225 William F McClellan,East Boston,MA,2128,Active,FS,Eating & Drinking,9/14/17 13:12,42.38725,-71.01656,East Boston
CQ BBQ & Taco,79 Hancock,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,10/13/20 11:35,0,0,Dorchester
Crab Du Jour,950 Hyde Park,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,1/15/21 12:20,42.266967,-71.120553,Hyde Park
Crave Mad For Chicken,75 Kneeland,Boston,MA,2111,Active,FS,Eating & Drinking,1/31/14 14:31,42.350178,-71.06061,Chinatown
Crave MFC,128 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,9/28/18 12:35,42.352636,-71.131291,Allston
Crazy Dough's Pizza,2201 Commonwealth,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,6/19/15 8:46,42.33975,-71.166398,Brighton
Crescent Ridge Dairy,100 Hanover,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,3/30/15 11:29,0,0,Beacon Hill
CRISPY CREPES CAFE,714 Commonwealth,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,1/8/16 12:42,42.349573,-71.105658,Fenway
Crispy Dough Pizzeria,1512 TREMONT,Mission Hill/,MA,2120,Active,FS,Eating & Drinking,9/25/12 13:58,0,0,Mission Hill
CROKE PARK,268 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,12/7/06 13:34,42.339275,-71.051191,South Boston
Crown Fried Chicken,344 Warren,Roxbury,MA,2119,Active,FS,Eating & Drinking,1/17/18 14:10,42.31898,-71.08113,Dorchester
Crudo,78 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,11/14/14 13:20,42.363692,-71.05591,Downtown
Crystal/Gorage Lounge,20 Linden,Allston,MA,2134,Active,FS,Eating & Drinking,1/27/12 15:09,42.355486,-71.130715,Allston
Cunard Tavern,24 Orleans,East Boston,MA,2128,Active,FS,Eating & Drinking,7/15/16 9:54,0,0,East Boston
Cuppa Coffee,275 Albany,Roxbury,MA,2118,Active,FT,Eating & Drinking w/ Take Out,11/26/14 11:09,42.343759,-71.062729,South End
CUPPACOFFEE,1 Merrimac,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,9/27/11 10:32,0,0,West End
Curds & Co,100 Hanover,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,9/27/19 11:19,0,0,Beacon Hill
Cure Lounge (basement at Wilbur Theatre),246 Tremont,Boston,MA,2116,Active,FS,Eating & Drinking,10/22/10 13:39,42.350688,-71.064668,Downtown
Currito Burrito,300 Terminal,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,8/21/15 12:19,0,0,East Boston
Cusser's Roast Beef and Seafood,401 Park,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,9/16/20 15:47,42.344534,-71.102755,Fenway
Cusser's Roast Beef and Seafood- K6,80 Causeway,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,2/26/20 10:48,0,0,West End
D Coal Pot,984 Hyde Park,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,7/1/13 14:36,42.266054,-71.12084,Hyde Park
DACOOPA SUB & PIZZA,474 Saratoga,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.38014,-71.02729,East Boston
Daily Catch,323 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:34,0,0,North End
Daiquiris & Daisies,100 High,Boston,MA,2110,Active,FS,Eating & Drinking,10/4/19 10:12,42.354448,-71.05536,Downtown
Dana Farber Cancer Institute Cafeteria,450 Brookline,Boston,MA,2215,Active,FS,Eating & Drinking,7/22/10 9:41,0,0,Fenway
D'Angelos,700 Atlantic,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,12/30/19 10:20,0,0,Downtown
Darbar Indo-Pak Rest.,130 Beacon,Brighton,MA,2135,Active,FS,Eating & Drinking,8/7/09 10:39,42.35489,-71.14476,Brighton
Darryl's Corner Bar and Kitchen,604 Columbus,Roxbury,MA,2118,Active,FS,Eating & Drinking,10/10/18 13:24,42.33975,-71.082398,Roxbury
Dash Cafe,1 Henshaw,Brighton,MA,2135,Active,FS,Eating & Drinking,4/25/12 12:22,42.349463,-71.149648,Brighton
DAVIO'S,300 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,2/1/19 13:09,0,0,East Boston
DAVIO'S,75 Arlington,Boston,MA,2117,Active,FS,Eating & Drinking,12/7/06 13:35,42.350682,-71.070358,Back Bay
Davios Northern Italian Steakhouse,50 Liberty ,Boston,MA,2210,Active,FS,Eating & Drinking,4/5/19 10:34,0,0,South Boston Waterfront
DAYIB CAFE,722 Shawmut,Roxbury,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.332783,-71.083221,Roxbury
DBAR,1236 Dorchester,Dorchester,MA,2125,Active,FS,Eating & Drinking,12/7/06 13:36,42.308431,-71.058031,Dorchester
D'BENNY'S SUBS,1433 DORCHESTER ,DORCHESTER,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:36,0,0,DORCHESTER
DD1/B14,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:10,0,0,Fenway
DD2,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,11/16/08 11:11,0,0,Fenway
Deja - Brew,704 Broadway,South Boston,MA,2127,Active,FS,Eating & Drinking,12/7/06 13:34,42.33579,-71.037238,South Boston
Del Frisco's Double eagle Steak House,880 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,9/7/17 12:23,0,0,Back Bay
Delfino Restaurant,754 South,Roslindale,MA,2131,Active,FS,Eating & Drinking,12/7/06 13:35,42.28702,-71.12948,Roslindale
DelFriscos Double Eagle Steak House,250 Northern,South Boston,MA,2210,Active,FS,Eating & Drinking,11/4/10 10:25,0,0,South Boston
DELI OF COURSE,451 D,Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.345194,-71.041978,South Boston Waterfront
Deli One,85 ARCH ST,BOSTON,MA,2110,Active,FT,Eating & Drinking w/ Take Out,2/26/08 13:08,0,0,Downtown
Delicias Del Caribe,149 Stoughton,Dorchester,MA,2125,Active,FT,Eating & Drinking w/ Take Out,12/28/09 15:25,42.314644,-71.060322,Dorchester
Delicious Yogurt,4198 Washington,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2/19/14 8:32,42.28683,-71.12736,Roslindale
Delini Gelato,5 Bellevue,West Roxbury,MA,2132,Active,FT,Eating & Drinking w/ Take Out,11/15/19 12:29,42.283522,-71.15661,West Roxbury
Del's Lemonade (Vending 10),4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,4/27/18 9:21,0,0,Fenway
DELTA SKY CLUB TERMINAL A SATELLITE,100 LOGAN AIRPORT TRMNL A,EAST BOSTON,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:36,0,0,East Boston
Delta Sky Club Trmnl A Main,100 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,3/20/15 13:25,42.364539,-71.021817,East Boston
DEM & TED INC.  PIZZA SHUTTLE,239 Meridian,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.375806,-71.038929,East Boston
Democracy Brewing,29 Temple,Boston,MA,2111,Active,FS,Eating & Drinking,10/10/17 13:06,42.355081,-71.062162,Downtown
DENO'S SUBS & PIZZA,2040 Centre,West Roxbury,MA,2132,Active,FS,Eating & Drinking,11/12/15 14:57,42.280288,-71.158001,West Roxbury
Deparma,182 Sumner,East Boston,MA,2128,Active,FS,Eating & Drinking,10/17/16 14:26,42.369371,-71.040322,East Boston
Deuxave,371 Commonwealth,Boston,MA,2116,Active,FS,Eating & Drinking,4/22/10 10:39,42.349468,-71.089075,Back Bay
Devine Merci Restaurant,1296 Blue Hill,Mattapan,MA,2126,Active,FS,Eating & Drinking,8/2/17 8:25,0,0,Mattapan
DEVLIN'S RESTAURANT,332 Washington,Brighton,MA,2135,Active,FS,Eating & Drinking,12/7/06 13:35,42.348878,-71.152342,Brighton
D'Guru,181 Devonshire,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,10/1/15 9:58,42.356053,-71.057513,Downtown
Dig Inn,25 Thomson,Boston,MA,2210,Active,FS,Eating & Drinking,2/11/19 12:03,0,0,South Boston Waterfront
Dig Inn,277 Washington,Boston,MA,2108,Active,FS,Eating & Drinking,9/12/16 13:00,42.357616,-71.058386,Downtown
Dig Inn,557 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,1/8/16 14:40,42.350703,-71.076174,Back Bay
Dig Inn,800 Boylston,Boston,MA,2199,Active,FS,Eating & Drinking,4/13/17 14:24,42.347296,-71.081457,Back Bay
DILLON'S,955 Boylston,BOSTON,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:36,0,0,Fenway
DIMITRIOS HOUSE OF PIZZA,1750 Dorchester,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.290228,-71.062881,Dorchester
Dine Boston,500 Terminal,East Boston,MA,2128,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,East Boston
DING HO FAST FOOD,88 Harrison,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.35073,-71.061239,Chinatown
Dining Hall @Emerson,122 Boylston,Boston,MA,2116,Active,FS,Eating & Drinking,6/5/18 15:02,0,0,Back Bay
DINO'S CAFE,141 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:35,42.365059,-71.055378,Downtown
Dirty Water Dough Company,20 Maverick,Boston,MA,2128,Active,FS,Eating & Drinking,10/22/19 14:18,0,0,East Boston
Dirty Water Dough Company,222 Newbury,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,3/5/13 13:30,42.34975,-71.08108,Back Bay
Discovery Cafe,3 Blackfan,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,6/28/13 12:54,42.33901,-71.104249,Fenway
Distraction Brewing,2 Belgrade,Roslindale,MA,2131,Active,FS,Eating & Drinking,9/18/18 14:00,42.286857,-71.130215,Roslindale
District 7 Tavern,380 Warren,Roxbury,MA,2119,Active,FS,Eating & Drinking,10/22/18 10:29,42.317986,-71.081739,Dorchester
Dive Bar,100 High,Boston,MA,2110,Active,FT,Eating & Drinking w/ Take Out,10/18/19 15:23,42.354448,-71.05536,Downtown
Dog House,300 FANEUIL HALL MARKET,BOSTON,MA,2109,Active,FT,Eating & Drinking w/ Take Out,3/25/07 11:26,0,0,Downtown
DOGWOOD CAFE,3712 Washington,Jamaica Plain,MA,2130,Active,FS,Eating & Drinking,12/7/06 13:34,42.30018,-71.11314,Jamaica Plain
Dolce,270 Hanover,Boston,MA,2113,Active,FT,Eating & Drinking w/ Take Out,8/23/07 9:17,42.36382,-71.05468,Downtown
DOLCE VITA,215 Hanover,Boston,MA,2113,Active,FS,Eating & Drinking,12/7/06 13:35,42.362753,-71.05525,Downtown
DOLCE VITA (1696 Comm. Ave.),1696 Commonwealth,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,11/10/11 8:24,42.341247,-71.146504,Brighton
Dolphin Bay,72 Brighton,Allston,MA,2134,Active,FS,Eating & Drinking,4/21/15 10:01,42.352394,-71.128718,Allston
Domenics,54 Salem,Boston,MA,2113,Active,FS,Eating & Drinking,5/26/11 13:28,42.363196,-71.056279,Downtown
Domino's,1144 Saratoga,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,6/13/18 13:35,42.3846,-71.00029,East Boston
Domino's,1400 Tremont,ROXBURY,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/13/17 7:35,0,0,ROXBURY
Domino's,25 Staniford,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/13/17 7:55,42.362711,-71.062704,Downtown
Domino's,4000 Washington,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2/20/19 7:30,42.29232,-71.12155,Jamaica Plain
Domino's,462 Washington,Brighton,MA,2135,Active,FT,Eating & Drinking w/ Take Out,12/13/17 7:49,0,0,Brighton
Domino's,4640 Washington,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,2/20/19 7:33,42.275474,-71.139042,Roslindale
Domino's Pizza,1514 Blue Hill,Mattapan,MA,2126,Active,FT,Eating & Drinking w/ Take Out,2/3/16 10:23,42.27234,-71.09324,Mattapan
Domino's Pizza,163 Old Colony,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,8/8/12 9:22,42.33403,-71.05504,South Boston
Domino's Pizza,205 Adams,Dorchester,MA,2122,Active,FT,Eating & Drinking w/ Take Out,4/17/12 12:57,0,0,Dorchester
Domino's Pizza,277 Main,Charlestown,MA,2129,Active,FT,Eating & Drinking w/ Take Out,12/19/17 12:59,0,0,Charlestown
Domino's Pizza,416 Cambridge,Boston,MA,2134,Active,FT,Eating & Drinking w/ Take Out,1/15/19 11:19,0,0,Allston
Domino's Pizza,508 Park,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,10/8/19 13:01,42.347708,-71.105821,Fenway
Domino's Pizza (695 Truman Pkwy),695 Truman,Hyde Park,MA,2136,Active,FT,Eating & Drinking w/ Take Out,11/2/12 9:56,42.25246,-71.11896,Hyde Park
Don Tequeno Y Dona Arepa,491 Blue Hill,Boston,MA,2121,Active,FT,Eating & Drinking w/ Take Out,7/8/21 13:17,0,0,Roxbury
Dona Habana Restaurant,811 Massachusetts,Roxbury,MA,2119,Active,FS,Eating & Drinking,8/11/16 15:18,42.33227,-71.074,Roxbury
DONNA'S RESTAURANT,978 Saratoga,East Boston,MA,2128,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,42.387008,-71.007351,East Boston
Dora Taqueria,112 Stoughton,Boston,MA,2125,Active,FS,Eating & Drinking,4/15/21 9:09,0,0,Dorchester
Dorchester Brewing Company,1246 Massachusetts,Dorchester,MA,2125,Active,FS,Eating & Drinking,3/1/16 15:00,0,0,Dorchester
Dot Cafe,1459 Dorchester,Dorchester,MA,2122,Active,FS,Eating & Drinking,1/9/19 15:02,42.300947,-71.060149,Dorchester
Double Chin,86 Harrison,Boston,MA,2111,Active,FS,Eating & Drinking,4/11/14 15:13,42.35073,-71.06124,Chinatown
Double Tree Club Hotel/Starbucks,821 WASHINGTON,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,5/18/09 9:04,0,0,Downtown
Double Tree Guest Suites,400 Soldiers Field,Allston,MA,2134,Active,FS,Eating & Drinking,12/7/06 13:34,42.36002,-71.11832,Allston
Double Zero,163 Newbury,Boston,MA,2116,Active,FS,Eating & Drinking,2/22/19 11:47,42.35084,-71.07879,Back Bay
Doubletree Hotel Boston-Wisteria,821 Washington,BOSTON,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:35,0,0,Back Bay
Doughboy Donuts & Deli,220 Dorchester,South Boston,MA,2127,Active,FT,Eating & Drinking w/ Take Out,12/3/12 9:02,42.34012,-71.05676,South Boston
DOUZO JAPANESE RESTAURANT,131 Dartmouth,Boston,MA,2116,Active,FS,Eating & Drinking,12/7/06 13:36,42.34682,-71.07543,Back Bay
Dovetail,1 First,Charlestown,MA,2129,Active,FS,Eating & Drinking,8/21/19 13:04,42.372593,-71.057652,Charlestown
Down Home Delivery & Catering,2 Bowdoin,Dorchester,MA,2124,Active,FT,Eating & Drinking w/ Take Out,10/1/10 9:31,42.29962,-71.07332,Dorchester
Dozzi,336 Sumner,East Boston,MA,2128,Active,FS,Eating & Drinking,8/4/09 11:28,42.367286,-71.035739,East Boston
Dragon Bowl,396 Brookline,Boston,MA,2115,Active,FT,Eating & Drinking w/ Take Out,1/4/08 13:41,42.33829,-71.10695,Longwood Medical Area
Dragon Chef East,4198 Washington,Roslindale,MA,2131,Active,FS,Eating & Drinking,5/16/08 9:38,42.28683,-71.12736,Roslindale
Drink,348 Congress,Boston,MA,2210,Active,FS,Eating & Drinking,7/11/07 11:26,42.35071,-71.04854,South Boston Waterfront
Drydock Cafe,7 Dry Dock,Boston,MA,2210,Active,FS,Eating & Drinking,1/29/21 9:14,42.344287,-71.036123,South Boston Waterfront
D's Keys Dueling Pianos,391 D,Boston,MA,2210,Active,FS,Eating & Drinking,3/16/18 13:02,0,0,South Boston Waterfront
DUBLIN HOUSE,9 Stoughton,Dorchester,MA,2125,Active,FS,Eating & Drinking,12/7/06 13:34,42.316689,-71.064821,Dorchester
Ducali Pizzeria & Bar,289 Causeway,BOSTON,MA,2113,Active,FS,Eating & Drinking,6/1/07 11:24,0,0,North End
Dudley Cafe,2296 Washington,Roxbury,MA,2119,Active,FS,Eating & Drinking,12/5/14 9:52,0,0,Roxbury
Dug Out Cafe Inc,722 COMMONWEALTH ,BOSTON,MA,2115,Active,FS,Eating & Drinking,12/7/06 13:33,0,0,Fenway
Dugout Inseat,4 Jersey,Boston,MA,2215,Active,FT,Eating & Drinking w/ Take Out,3/8/11 8:54,42.346723,-71.09868,Fenway
Dumpling Cafe Inc.,693 Washington,Boston,MA,2111,Active,FS,Eating & Drinking,4/16/10 9:59,42.351285,-71.063099,Chinatown
Dumpling Gourmet,52 Beach,Boston,MA,2111,Active,FS,Eating & Drinking,9/26/07 15:35,42.35152,-71.06065,Chinatown
Dumpling King,40 Harrison,Boston,MA,2111,Active,FT,Eating & Drinking w/ Take Out,12/17/10 8:52,42.351624,-71.061017,Chinatown
Dumpling Kingdom,137 Harvard,Allston,MA,2134,Active,FS,Eating & Drinking,1/2/19 11:11,0,0,Allston
Dumpling Palace,179 Massachusetts,Boston,MA,2115,Active,FS,Eating & Drinking,7/3/14 12:57,42.345715,-71.08731,Back Bay
Dunkin,44 Parker,Charlestown,MA,2129,Active,FS,Eating & Drinking,3/15/21 15:46,42.382533,-71.079247,Charlestown
DUNKIN',1 Cambridge,Boston,MA,2108,Active,FT,Eating & Drinking w/ Take Out,8/23/19 10:35,42.359648,-71.059259,Downtown
DUNKIN',1631 TREMONT,ROXBURY,MA,2119,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:34,0,0,ROXBURY
DUNKIN',300 Cambridge,Boston,MA,2114,Active,FT,Eating & Drinking w/ Take Out,12/18/19 12:05,0,0,West End
DUNKIN',33 Huntington,Jamaica Plain,MA,2130,Active,FT,Eating & Drinking w/ Take Out,4/8/19 10:13,0,0,Jamaica Plain
DUNKIN',684 American Legion,Roslindale,MA,2131,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:35,42.283596,-71.112514,Roslindale
DUNKIN',715 Boylston,Boston,MA,2116,Active,FT,Eating & Drinking w/ Take Out,12/7/06 13:33,42.34965,-71.08001,Back Bay
