"","INCIDENT_NUMBER","OFFENSE_CODE","OFFENSE_CODE_GROUP","OFFENSE_DESCRIPTION","DISTRICT","REPORTING_AREA","SHOOTING","OCCURRED_ON_DATE","YEAR","MONTH","DAY_OF_WEEK","HOUR","UCR_PART","STREET","Lat","Long","Location","Neighbourhood"
"46152","I152057832",2662,"Ballistics","BALLISTICS EVIDENCE/FOUND","B3",427,"","7/13/15 13:47",2015,7,"Monday",13,"Part Two","MILDRED AVE",42.27665388,-71.09121606,"(42.27665388, -71.09121606)","Mattapan"
"21502","I152084804",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","B2",320,"","10/11/15 19:30",2015,10,"Sunday",19,"Part Two","BLUE HILL AVE",42.3088984,-71.0830519,"(42.30889840, -71.08305190)","Dorchester"
"32677","I152072702",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","D14",793,"","9/1/15 7:00",2015,9,"Tuesday",7,"Part Three","ROYCE RD",42.34914832,-71.131573,"(42.34914832, -71.13157300)","Allston"
"17458","I152089202",3125,"Warrant Arrests","WARRANT ARREST","E13",572,"","10/27/15 17:25",2015,10,"Tuesday",17,"Part Three","SCHOOL ST",42.31422654,-71.0989822,"(42.31422654, -71.09898220)","Jamaica Plain"
"44404","I152059761",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","B3",465,"","7/19/15 13:30",2015,7,"Sunday",13,"Part One","BLUE HILL AVE",42.28635986,-71.09088284,"(42.28635986, -71.09088284)","#N/A"
"18468","I152088118",3301,"Verbal Disputes","VERBAL DISPUTE","A7",25,"","10/23/15 15:53",2015,10,"Friday",15,"Part Three","W EAGLE ST",42.38135785,-71.03768163,"(42.38135785, -71.03768163)","East Boston"
"33439","I152071864",3115,"Investigate Person","INVESTIGATE PERSON","B2",NA,"","8/30/15 1:32",2015,8,"Sunday",1,"Part Three","",NA,NA,"(0.00000000, 0.00000000)","0"
"18186","I152088411",1843,"Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","B2",330,"","10/24/15 19:41",2015,10,"Saturday",19,"Part Two","",NA,NA,"(0.00000000, 0.00000000)","0"
"33602","I152071667",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","C6",234,"","8/28/15 15:15",2015,8,"Friday",15,"Part Three","E SEVENTH ST",42.33232764,-71.03377372,"(42.33232764, -71.03377372)","South Boston"
"10358","I152097052",1402,"Vandalism","VANDALISM","E13",307,"","11/22/15 22:11",2015,11,"Sunday",22,"Part Two","WALNUT PARK",42.31451479,-71.0947082,"(42.31451479, -71.09470820)","Roxbury"
"11117","I152096230",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","A15",900,"","11/20/15 2:15",2015,11,"Friday",2,"Part Two","WALFORD WAY",42.37840325,-71.05729035,"(42.37840325, -71.05729035)","Charlestown"
"45098","I152058989",3304,"Assembly or Gathering Violations","NOISY PARTY/RADIO-NO ARREST","B2",604,"","7/17/15 2:15",2015,7,"Friday",2,"Part Three","OSWALD ST",42.3312567,-71.10418684,"(42.33125670, -71.10418684)","Mission Hill"
"7807","I152099899",1300,"Recovered Stolen Property","STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING","C11",NA,"","12/3/15 16:41",2015,12,"Thursday",16,"Part Two","",NA,NA,"(0.00000000, 0.00000000)","0"
"11989","I152095312",3301,"Verbal Disputes","VERBAL DISPUTE","C11",347,"","11/16/15 21:52",2015,11,"Monday",21,"Part Three","WILKINSON PARK",42.30720406,-71.06128995,"(42.30720406, -71.06128995)","Dorchester"
"4356","I152103766",613,"Larceny","LARCENY SHOPLIFTING","D4",143,"","12/16/15 14:40",2015,12,"Wednesday",14,"Part One","BOYLSTON ST",42.34862382,-71.08277637,"(42.34862382, -71.08277637)","Back Bay"
"3855","I152104316",1402,"Vandalism","VANDALISM","B3",418,"","12/16/15 0:00",2015,12,"Wednesday",0,"Part Two","SELDEN ST",42.28089366,-71.08037468,"(42.28089366, -71.08037468)","Dorchester"
"10491","I152096913",2905,"Violations","VAL - OPERATING WITHOUT LICENSE","D14",803,"","11/22/15 10:01",2015,11,"Sunday",10,"Part Two","BRAINTREE ST",42.35645598,-71.13725124,"(42.35645598, -71.13725124)","Allston"
"46624","I152057298",3208,"Property Lost","PROPERTY - MISSING","A1",93,"","7/11/15 15:30",2015,7,"Saturday",15,"Part Three","NORTH ST",42.36028918,-71.0569233,"(42.36028918, -71.05692330)","Downtown"
"1746","I152106638",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","A1",101,"","12/26/15 21:00",2015,12,"Saturday",21,"Part One","MILK ST",42.35857047,-71.05271985,"(42.35857047, -71.05271985)","Downtown"
"20497","I152085901",3410,"Towed","TOWED MOTOR VEHICLE","C11",NA,"","10/16/15 1:23",2015,10,"Friday",1,"Part Three","MT EVERETT 174XD5",NA,NA,"(0.00000000, 0.00000000)","0"
"30922","I152074639",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",368,"","9/8/15 16:35",2015,9,"Tuesday",16,"Part Three","QUEEN ST",42.2936607,-71.05305224,"(42.29366070, -71.05305224)","Dorchester"
"5103","I152102919",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3",908,"","12/13/15 17:00",2015,12,"Sunday",17,"Part Three","SHANDON RD",42.29611583,-71.09121958,"(42.29611583, -71.09121958)","#N/A"
"37695","I152067111",3115,"Investigate Person","INVESTIGATE PERSON","B2",297,"","8/13/15 16:49",2015,8,"Thursday",16,"Part Three","DALE ST",42.32107166,-71.08510371,"(42.32107166, -71.08510371)","Dorchester"
"287","I162013546",3201,"Property Lost","PROPERTY - LOST","B3",433,"","6/15/15 0:00",2015,6,"Monday",0,"Part Three","NORFOLK ST",42.28363434,-71.0828132,"(42.28363434, -71.08281320)","Dorchester"
"3066","I152105158",3801,"Motor Vehicle Accident Response","M/V ACCIDENT - OTHER","C11",404,"","12/21/15 12:10",2015,12,"Monday",12,"Part Three","DORCHESTER AVE",42.27796447,-71.06648793,"(42.27796447, -71.06648793)","#N/A"
"18818","I152087743",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","A7",23,"","10/22/15 12:43",2015,10,"Thursday",12,"Part Three","CENTRAL SQ",42.37505251,-71.03883891,"(42.37505251, -71.03883891)","East Boston"
"8313","I152099345",3301,"Verbal Disputes","VERBAL DISPUTE","B2",282,"","12/1/15 19:50",2015,12,"Tuesday",19,"Part Three","WASHINGTON ST",42.32866284,-71.08563401,"(42.32866284, -71.08563401)","Roxbury"
"2963","I152105268",1402,"Vandalism","VANDALISM","B3",463,"","12/19/15 23:45",2015,12,"Saturday",23,"Part Two","FRANKLIN HILL AVE",42.29451618,-71.08944754,"(42.29451618, -71.08944754)","#N/A"
"46191","I152057790",1402,"Vandalism","VANDALISM","E13",582,"","7/11/15 21:00",2015,7,"Saturday",21,"Part Two","CENTRE ST",42.32227033,-71.10889634,"(42.32227033, -71.10889634)","Jamaica Plain"
"1042","I152107423",3410,"Towed","TOWED MOTOR VEHICLE","B3",467,"","12/30/15 8:35",2015,12,"Wednesday",8,"Part Three","WESTMORE RD",42.28469164,-71.09621548,"(42.28469164, -71.09621548)","#N/A"
"3214","I152105015",3305,"Assembly or Gathering Violations","DEMONSTRATIONS/RIOT","A7",23,"","12/20/15 20:36",2015,12,"Sunday",20,"Part Three","BENNINGTON ST",42.37546983,-71.03730221,"(42.37546983, -71.03730221)","East Boston"
"7902","I152099794",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","D4",179,"","12/3/15 10:48",2015,12,"Thursday",10,"Part Three","MASSACHUSETTS AVE",42.33331285,-71.07322932,"(42.33331285, -71.07322932)","Roxbury"
"15069","I152091831",613,"Larceny","LARCENY SHOPLIFTING","D4",146,"","11/5/15 10:44",2015,11,"Thursday",10,"Part One","HUNTINGTON AVE",42.3473098,-71.07915167,"(42.34730980, -71.07915167)","Back Bay"
"37771","I152067039",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","C11",336,"Y","8/13/15 16:36",2015,8,"Thursday",16,"Part One","NORTON ST",42.30626521,-71.06864556,"(42.30626521, -71.06864556)","Dorchester"
"27837","I152077958",3125,"Warrant Arrests","WARRANT ARREST","A7",26,"","9/19/15 11:23",2015,9,"Saturday",11,"Part Three","BORDER ST",42.37957532,-71.04011349,"(42.37957532, -71.04011349)","East Boston"
"22342","I152083881",3125,"Warrant Arrests","WARRANT ARREST","A1",116,"","10/9/15 0:45",2015,10,"Friday",0,"Part Three","EDINBORO ST",42.351633,-71.059588,"(42.35163300, -71.05958800)","Chinatown"
"33020","I152072335",613,"Larceny","LARCENY SHOPLIFTING","D4",620,"","8/31/15 15:24",2015,8,"Monday",15,"Part One","BOYLSTON ST",42.34710196,-71.08841746,"(42.34710196, -71.08841746)","Back Bay"
"29010","I152076688",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","D4",134,"","9/9/15 16:00",2015,9,"Wednesday",16,"Part Two","BOYLSTON ST",42.3503787,-71.07626098,"(42.35037870, -71.07626098)","Back Bay"
"30827","I152074728",2102,"Operating Under the Influence","OPERATING UNDER THE INFLUENCE DRUGS","B2",268,"","9/8/15 20:59",2015,9,"Tuesday",20,"Part Two","HAMPDEN ST",42.32908071,-71.07501301,"(42.32908071, -71.07501301)","Roxbury"
"14806","I152092133",2647,"Other","THREATS TO DO BODILY HARM","E18",494,"","10/29/15 0:00",2015,10,"Thursday",0,"Part Two","RIVER ST",42.25940183,-71.1173157,"(42.25940183, -71.11731570)","Hyde Park"
"46494","I152057455",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","C11",250,"","7/12/15 3:18",2015,7,"Sunday",3,"Part Three","HUBBARDSTON RD",42.31082446,-71.05250868,"(42.31082446, -71.05250868)","Dorchester"
"964","I152107507",724,"Auto Theft","AUTO THEFT","B3",439,"","12/30/15 12:40",2015,12,"Wednesday",12,"Part One","BERNARD ST",42.29127678,-71.07920676,"(42.29127678, -71.07920676)","Dorchester"
"35184","I152069924",616,"Larceny","LARCENY THEFT OF BICYCLE","D14",815,"","8/22/15 21:00",2015,8,"Saturday",21,"Part One","FRANKLIN ST",42.35914928,-71.13313603,"(42.35914928, -71.13313603)","Allston"
"52336","I152050729",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","D4",155,"","6/19/15 9:20",2015,6,"Friday",9,"Part Two","COLUMBUS AVE",42.341861,-71.080085,"(42.34186100, -71.08008500)","South End"
"23797","I152082310",3125,"Warrant Arrests","WARRANT ARREST","A1",102,"","10/3/15 19:00",2015,10,"Saturday",19,"Part Three","WINTER ST",42.35602373,-71.06177615,"(42.35602373, -71.06177615)","Downtown"
"47562","I152056189",1402,"Vandalism","VANDALISM","C6",915,"","7/3/15 12:00",2015,7,"Friday",12,"Part Two","REV RICHARD A BURKE ST",42.33118812,-71.05094139,"(42.33118812, -71.05094139)","South Boston"
"38791","I152065943",2403,"Disorderly Conduct","DISTURBING THE PEACE","D4",150,"","8/9/15 21:22",2015,8,"Sunday",21,"Part Two","CHANDLER ST",42.34615178,-71.07404347,"(42.34615178, -71.07404347)","Back Bay"
"48104","I152055569",3115,"Investigate Person","INVESTIGATE PERSON","B2",282,"","7/5/15 22:52",2015,7,"Sunday",22,"Part Three","WASHINGTON ST",42.32866284,-71.08563401,"(42.32866284, -71.08563401)","Roxbury"
"33495","I152071801",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3",420,"","8/29/15 19:58",2015,8,"Saturday",19,"Part Three","LORNA RD",42.27974378,-71.08248818,"(42.27974378, -71.08248818)","Dorchester"
"13160","I152093979",1815,"Drug Violation","DRUGS - POSSESSION","D4",169,"","11/12/15 14:25",2015,11,"Thursday",14,"Part Two","E NEWTON ST",42.3367113,-71.07102057,"(42.33671130, -71.07102057)","Roxbury"
"10118","I152097314",3831,"Motor Vehicle Accident Response","M/V - LEAVING SCENE - PROPERTY DAMAGE","B3",468,"","11/23/15 18:48",2015,11,"Monday",18,"Part Three","BLUE HILL AVE",42.27842433,-71.09350045,"(42.27842433, -71.09350045)","Mattapan"
"31519","I152073963",3304,"Assembly or Gathering Violations","NOISY PARTY/RADIO-NO ARREST","D4",146,"","9/6/15 3:19",2015,9,"Sunday",3,"Part Three","HUNTINGTON AVE",42.3473098,-71.07915167,"(42.34730980, -71.07915167)","Back Bay"
"2936","I152105293",1843,"Drug Violation","DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP","D4",171,"","12/21/15 18:39",2015,12,"Monday",18,"Part Two","HARRISON AVE",42.33511904,-71.0749171,"(42.33511904, -71.07491710)","Roxbury"
"37150","I152067713",3802,"Motor Vehicle Accident Response","M/V ACCIDENT - PROPERTY  DAMAGE","B2",330,"","8/16/15 1:36",2015,8,"Sunday",1,"Part Three","COLUMBIA RD",42.30543493,-71.08057791,"(42.30543493, -71.08057791)","Dorchester"
"19711","I152086766",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","E5",822,"","10/15/15 9:12",2015,10,"Thursday",9,"Part Two","EDGEMERE RD",42.25958183,-71.15232421,"(42.25958183, -71.15232421)","West Roxbury"
"15215","I152091666",3125,"Warrant Arrests","WARRANT ARREST","B3",437,"","11/4/15 17:38",2015,11,"Wednesday",17,"Part Three","SOUTHERN AVE",42.29059917,-71.07332165,"(42.29059917, -71.07332165)","Dorchester"
"52453","I152050607",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","D4",145,"","6/17/15 12:30",2015,6,"Wednesday",12,"Part Two","NEWTON ST",42.35687627,-71.16434675,"(42.35687627, -71.16434675)","Brighton"
"26539","I152079371",617,"Larceny","LARCENY THEFT FROM BUILDING","D4",283,"","9/23/15 20:48",2015,9,"Wednesday",20,"Part One","HUNTINGTON AVE",42.34044966,-71.08845935,"(42.34044966, -71.08845935)","Fenway"
"14292","I152092705",1402,"Vandalism","VANDALISM","D4",NA,"","11/8/15 3:43",2015,11,"Sunday",3,"Part Two","",NA,NA,"(0.00000000, 0.00000000)","0"
"2665","I152105599",619,"Larceny","LARCENY ALL OTHERS","E13",651,"","12/22/15 17:41",2015,12,"Tuesday",17,"Part One","SOUTH ST",42.30392707,-71.11466153,"(42.30392707, -71.11466153)","Jamaica Plain"
"7395","I152100371",3115,"Investigate Person","INVESTIGATE PERSON","C11",340,"","12/5/15 2:28",2015,12,"Saturday",2,"Part Three","POTOSI ST",42.3068541,-71.06469209,"(42.30685410, -71.06469209)","Dorchester"
"53566","I120719309-00",530,"Commercial Burglary","B&E NON-RESIDENCE NIGHT - FORCE","A1",119,"","7/27/15 12:00",2015,7,"Monday",12,"Part One","BOYLSTON ST",42.35241815,-71.06525499,"(42.35241815, -71.06525499)","Downtown"
"50313","I152053101",3115,"Investigate Person","INVESTIGATE PERSON","C11",334,"","6/27/15 4:00",2015,6,"Saturday",4,"Part Three","TOVAR ST",42.3102849,-71.06348374,"(42.31028490, -71.06348374)","Dorchester"
"35846","I152069178",3109,"Police Service Incidents","SERVICE TO OTHER PD INSIDE OF MA.","A1",111,"","8/21/15 1:23",2015,8,"Friday",1,"Part Three","BOYLSTON ST",42.35236776,-71.06454338,"(42.35236776, -71.06454338)","Downtown"
"47686","I152056043",3006,"Medical Assistance","SICK/INJURED/MEDICAL - PERSON","B3",466,"","7/7/15 14:11",2015,7,"Tuesday",14,"Part Three","GOODALE RD",42.2836283,-71.09349553,"(42.28362830, -71.09349553)","#N/A"
"39371","I152065293",1106,"Confidence Games","FRAUD - CREDIT CARD / ATM FRAUD","E18",521,"","8/5/15 13:58",2015,8,"Wednesday",13,"Part Two","RIVER ST",42.25594526,-71.12143772,"(42.25594526, -71.12143772)","Hyde Park"
"21904","I152084375",802,"Simple Assault","ASSAULT SIMPLE - BATTERY","A1",117,"","10/10/15 18:40",2015,10,"Saturday",18,"Part Two","TREMONT ST",42.35140041,-71.06480285,"(42.35140041, -71.06480285)","Downtown"
"12539","I152094678",615,"Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","E13",303,"","11/13/15 23:00",2015,11,"Friday",23,"Part One","AMORY AVE",42.32045475,-71.09930789,"(42.32045475, -71.09930789)","Jamaica Plain"
"46226","I152057757",3301,"Verbal Disputes","VERBAL DISPUTE","C11",249,"","7/13/15 9:43",2015,7,"Monday",9,"Part Three","SAXTON ST",42.31508904,-71.05383651,"(42.31508904, -71.05383651)","Dorchester"
"10909","I152096454",2647,"Other","THREATS TO DO BODILY HARM","B3",427,"","11/20/15 17:24",2015,11,"Friday",17,"Part Two","NORFOLK ST",42.27967051,-71.08887826,"(42.27967051, -71.08887826)","Mattapan"
"15971","I152090837",615,"Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","B3",444,"","11/1/15 21:00",2015,11,"Sunday",21,"Part One","BLUE HILL AVE",42.2957638,-71.08756002,"(42.29576380, -71.08756002)","#N/A"
"26094","I152079853",617,"Larceny","LARCENY THEFT FROM BUILDING","D14",776,"","9/24/15 10:00",2015,9,"Thursday",10,"Part One","NOTTINGHILL RD",42.34416586,-71.15000526,"(42.34416586, -71.15000526)","Brighton"
"20002","I152086432",1849,"Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","A1",117,"","10/17/15 20:00",2015,10,"Saturday",20,"Part Two","HARRISON AVE",42.35230244,-71.06133346,"(42.35230244, -71.06133346)","Chinatown"
"22363","I152083858",560,"Other Burglary","BURGLARY - OTHER - FORCE","C11",354,"","10/8/15 22:53",2015,10,"Thursday",22,"Part One","VICTORY RD",42.29652112,-71.05229661,"(42.29652112, -71.05229661)","Dorchester"
"260","I162017415",3115,"Investigate Person","INVESTIGATE PERSON","D4",270,"","12/23/15 12:35",2015,12,"Wednesday",12,"Part Three","HARRISON AVE",42.33455374,-71.07560801,"(42.33455374, -71.07560801)","Roxbury"
"39285","I152065375",2900,"Other","VAL - VIOLATION OF AUTO LAW - OTHER","B2",319,"","8/7/15 18:23",2015,8,"Friday",18,"Part Two","BLUE HILL AVE",42.30557347,-71.08471265,"(42.30557347, -71.08471265)","Dorchester"
"11521","I152095809",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","E13",303,"","11/18/15 17:49",2015,11,"Wednesday",17,"Part One","COLUMBUS AVE",42.3189886,-71.0983998,"(42.31898860, -71.09839980)","Jamaica Plain"
"17394","I152089266",2004,"Offenses Against Child / Family","CHILD ABANDONMENT (NO ASSAULT)","B2",263,"","10/27/15 16:21",2015,10,"Tuesday",16,"Part Two","BLUE HILL AVE",42.32324394,-71.07642483,"(42.32324394, -71.07642483)","Dorchester"
"8864","I152098702",3301,"Verbal Disputes","VERBAL DISPUTE","C11",358,"","11/29/15 13:07",2015,11,"Sunday",13,"Part Three","LINDSEY ST",42.29768517,-71.06841896,"(42.29768517, -71.06841896)","Dorchester"
"29515","I152076153",3803,"Motor Vehicle Accident Response","M/V ACCIDENT - PERSONAL INJURY","C6",199,"","9/13/15 16:14",2015,9,"Sunday",16,"Part Three","A ST",42.34111504,-71.05632465,"(42.34111504, -71.05632465)","South Boston"
"25306","I152080708",3410,"Towed","TOWED MOTOR VEHICLE","A15",56,"","9/28/15 7:38",2015,9,"Monday",7,"Part Three","TRENTON ST",42.37797335,-71.06168686,"(42.37797335, -71.06168686)","Charlestown"
"49887","I152053546",3114,"Investigate Property","INVESTIGATE PROPERTY","A1",123,"","6/26/15 18:30",2015,6,"Friday",18,"Part Three","WASHINGTON ST",42.34874245,-71.06396897,"(42.34874245, -71.06396897)","Chinatown"
"45311","I152058764",706,"Auto Theft","AUTO THEFT - MOTORCYCLE / SCOOTER","E5",558,"","7/9/15 18:00",2015,7,"Thursday",18,"Part One","POPLAR ST",42.28244506,-71.12773813,"(42.28244506, -71.12773813)","Roslindale"
"1274","I152107173",615,"Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","B2",267,"","12/29/15 7:05",2015,12,"Tuesday",7,"Part One","MOUNT PLEASANT AVE",42.32573038,-71.07796428,"(42.32573038, -71.07796428)","Dorchester"
"40830","I152063740",1402,"Vandalism","VANDALISM","D4",145,"","8/2/15 10:48",2015,8,"Sunday",10,"Part Two","SAINT BOTOLPH ST",42.34401294,-71.08186196,"(42.34401294, -71.08186196)","Back Bay"
"1723","I152106661",614,"Larceny From Motor Vehicle","LARCENY THEFT FROM MV - NON-ACCESSORY","A1",101,"","12/27/15 2:41",2015,12,"Sunday",2,"Part One","BROAD ST",42.35824479,-71.05415356,"(42.35824479, -71.05415356)","Downtown"
"35255","I152069842",615,"Larceny From Motor Vehicle","LARCENY THEFT OF MV PARTS & ACCESSORIES","A7",26,"","8/22/15 20:00",2015,8,"Saturday",20,"Part One","BORDER ST",42.38229155,-71.04036424,"(42.38229155, -71.04036424)","East Boston"
"7188","I152100615",521,"Residential Burglary","BURGLARY - RESIDENTIAL - ATTEMPT","B2",301,"","12/5/15 22:15",2015,12,"Saturday",22,"Part One","BEECH GLEN ST",42.3246387,-71.09531354,"(42.32463870, -71.09531354)","Roxbury"
"32757","I152072623",3125,"Warrant Arrests","WARRANT ARREST","D4",130,"","9/1/15 13:33",2015,9,"Tuesday",13,"Part Three","STUART ST",42.34860972,-71.07538812,"(42.34860972, -71.07538812)","Back Bay"
"37491","I152067338",2906,"Violations","VAL - OPERATING UNREG/UNINS  CAR","D4",152,"","8/14/15 17:30",2015,8,"Friday",17,"Part Two","TREMONT ST",42.34316129,-71.0731346,"(42.34316129, -71.07313460)","South End"
"5","I182090828",1102,"Fraud","FRAUD - FALSE PRETENSE / SCHEME","D4",159,"","12/1/15 12:00",2015,12,"Tuesday",12,"Part Two","UPTON ST",42.34243222,-71.07225766,"(42.34243222, -71.07225766)","South End"
"1994","I152106351",413,"Aggravated Assault","ASSAULT - AGGRAVATED - BATTERY","B2",298,"Y","12/25/15 17:27",2015,12,"Friday",17,"Part One","CIRCUIT ST",42.32365518,-71.0851821,"(42.32365518, -71.08518210)","Dorchester"
"49603","I152053872",1402,"Vandalism","VANDALISM","D4",132,"","6/27/15 21:00",2015,6,"Saturday",21,"Part Two","COMMONWEALTH AVE",42.35291291,-71.07508901,"(42.35291291, -71.07508901)","Back Bay"
"3957","I152104203",3410,"Towed","TOWED MOTOR VEHICLE","B3",431,"","12/18/15 1:58",2015,12,"Friday",1,"Part Three","LUCERNE ST",42.28792347,-71.08815774,"(42.28792347, -71.08815774)","#N/A"
"27134","I152078711",2647,"Other","THREATS TO DO BODILY HARM","D4",128,"","9/21/15 18:46",2015,9,"Monday",18,"Part Two","CLARENDON ST",42.34854636,-71.07416609,"(42.34854636, -71.07416609)","Back Bay"
"37971","I152066827",111,"Homicide","MURDER, NON-NEGLIGIENT MANSLAUGHTER","B3",428,"Y","8/12/15 22:18",2015,8,"Wednesday",22,"Part One","HOSMER ST",42.28079658,-71.09039724,"(42.28079658, -71.09039724)","Mattapan"
"18015","I152088597",613,"Larceny","LARCENY SHOPLIFTING","D4",624,"","10/25/15 14:00",2015,10,"Sunday",14,"Part One","BOYLSTON ST",42.34489594,-71.09659186,"(42.34489594, -71.09659186)","Fenway"
"5072","I152102959",1849,"Drug Violation","DRUGS - POSS CLASS B - COCAINE, ETC.","A1",115,"","12/13/15 20:12",2015,12,"Sunday",20,"Part Two","EAST ST",42.35166142,-71.05724609,"(42.35166142, -71.05724609)","Downtown"
